12/06/2022 18:45:12,89531068151908878,LevelSolved,21340,303,6,27
12/06/2022 18:46:26,89531068151908878,LevelSolved,21340,296,6,25
12/06/2022 18:46:27,89531068151908878,LevelExited,21340
